City,State,abbreviation,,,
Luxemburg,Wisconsin,WI,,,
Madison,Wisconsin,WI,,,
Manawa,Wisconsin,WI,,,
Manitowish Waters,Wisconsin,WI,,,
Manitowoc,Wisconsin,WI,,,
Maple,Wisconsin,WI,,,
Marinette,Wisconsin,WI,,,
Marion,Wisconsin,WI,,,
Markesan,Wisconsin,WI,,,
Marshall,Wisconsin,WI,,,
Marshfield,Wisconsin,WI,,,
Mauston,Wisconsin,WI,,,
Mayville,Wisconsin,WI,,,
Mazomanie,Wisconsin,WI,,,
McFarland,Wisconsin,WI,,,
Medford,Wisconsin,WI,,,
Mellen,Wisconsin,WI,,,
Melrose,Wisconsin,WI,,,
Menasha,Wisconsin,WI,,,
Menomonee Falls,Wisconsin,WI,,,
Menomonie,Wisconsin,WI,,,
Mequon,Wisconsin,WI,,,
Merrill,Wisconsin,WI,,,
Merrillan,Wisconsin,WI,,,
Merrimac,Wisconsin,WI,,,
Merton,Wisconsin,WI,,,
Middleton,Wisconsin,WI,,,
Milltown,Wisconsin,WI,,,
Milton,Wisconsin,WI,,,
Milwaukee,Wisconsin,WI,,,
Mineral Point,Wisconsin,WI,,,
Minocqua,Wisconsin,WI,,,
Minong,Wisconsin,WI,,,
Mishicot,Wisconsin,WI,,,
Mondovi,Wisconsin,WI,,,
Monroe,Wisconsin,WI,,,
Montello,Wisconsin,WI,,,
Monticello,Wisconsin,WI,,,
Mosinee,Wisconsin,WI,,,
Mount Calvary,Wisconsin,WI,,,
Mount Horeb,Wisconsin,WI,,,
Mukwonago,Wisconsin,WI,,,
Muscoda,Wisconsin,WI,,,
Muskego,Wisconsin,WI,,,
Nashotah,Wisconsin,WI,,,
Necedah,Wisconsin,WI,,,
Neenah,Wisconsin,WI,,,
Neillsville,Wisconsin,WI,,,
Nekoosa,Wisconsin,WI,,,
Neosho,Wisconsin,WI,,,
New Auburn,Wisconsin,WI,,,
New Berlin,Wisconsin,WI,,,
New Franken,Wisconsin,WI,,,
New Glarus,Wisconsin,WI,,,
New Holstein,Wisconsin,WI,,,
New Lisbon,Wisconsin,WI,,,
New London,Wisconsin,WI,,,
New Richmond,Wisconsin,WI,,,
Newburg,Wisconsin,WI,,,
Newton,Wisconsin,WI,,,
Niagara,Wisconsin,WI,,,
North Lake,Wisconsin,WI,,,
North Prairie,Wisconsin,WI,,,
Norwalk,Wisconsin,WI,,,
Oak Creek,Wisconsin,WI,,,
Oakdale,Wisconsin,WI,,,
Oakfield,Wisconsin,WI,,,
Oconomowoc,Wisconsin,WI,,,
Oconto,Wisconsin,WI,,,
Oconto Falls,Wisconsin,WI,,,
Omro,Wisconsin,WI,,,
Onalaska,Wisconsin,WI,,,
Oneida,Wisconsin,WI,,,
Ontario,Wisconsin,WI,,,
Oostburg,Wisconsin,WI,,,
Oregon,Wisconsin,WI,,,
Orfordville,Wisconsin,WI,,,
Osceola,Wisconsin,WI,,,
Oshkosh,Wisconsin,WI,,,
Osseo,Wisconsin,WI,,,
Owen,Wisconsin,WI,,,
Oxford,Wisconsin,WI,,,
Packwaukee,Wisconsin,WI,,,
Palmyra,Wisconsin,WI,,,
Pardeeville,Wisconsin,WI,,,
Park Falls,Wisconsin,WI,,,
Patch Grove,Wisconsin,WI,,,
Pepin,Wisconsin,WI,,,
Peshtigo,Wisconsin,WI,,,
Pewaukee,Wisconsin,WI,,,
Phillips,Wisconsin,WI,,,
Pine River,Wisconsin,WI,,,
Pittsville,Wisconsin,WI,,,
Plain,Wisconsin,WI,,,
Plainfield,Wisconsin,WI,,,
Platteville,Wisconsin,WI,,,
Pleasant Prairie,Wisconsin,WI,,,
Plover,Wisconsin,WI,,,
Plum City,Wisconsin,WI,,,
Plymouth,Wisconsin,WI,,,
Port Washington,Wisconsin,WI,,,
Port Wing,Wisconsin,WI,,,
Portage,Wisconsin,WI,,,
Potosi,Wisconsin,WI,,,
Potter,Wisconsin,WI,,,
Poy Sippi,Wisconsin,WI,,,
Poynette,Wisconsin,WI,,,
Prairie du Chien,Wisconsin,WI,,,
Prairie du Sac,Wisconsin,WI,,,
Prairie Farm,Wisconsin,WI,,,
Prentice,Wisconsin,WI,,,
Prescott,Wisconsin,WI,,,
Princeton,Wisconsin,WI,,,
Pulaski,Wisconsin,WI,,,
Racine,Wisconsin,WI,,,
Randolph,Wisconsin,WI,,,
Random Lake,Wisconsin,WI,,,
Redgranite,Wisconsin,WI,,,
Reedsburg,Wisconsin,WI,,,
Reedsville,Wisconsin,WI,,,
Rhinelander,Wisconsin,WI,,,
Rib Lake,Wisconsin,WI,,,
Rice Lake,Wisconsin,WI,,,
Richfield,Wisconsin,WI,,,
Richland Center,Wisconsin,WI,,,
Rio,Wisconsin,WI,,,
Ripon,Wisconsin,WI,,,
River Falls,Wisconsin,WI,,,
Rochester,Wisconsin,WI,,,
Rosendale,Wisconsin,WI,,,
Rosholt,Wisconsin,WI,,,
Rothschild,Wisconsin,WI,,,
Rubicon,Wisconsin,WI,,,
Salem,Wisconsin,WI,,,
Sauk City,Wisconsin,WI,,,
Saukville,Wisconsin,WI,,,
Schofield,Wisconsin,WI,,,
Seymour,Wisconsin,WI,,,
Sharon,Wisconsin,WI,,,
Shawano,Wisconsin,WI,,,
Sheboygan,Wisconsin,WI,,,
Sheboygan Falls,Wisconsin,WI,,,
Shell Lake,Wisconsin,WI,,,
Sherwood,Wisconsin,WI,,,
Shiocton,Wisconsin,WI,,,
Shullsburg,Wisconsin,WI,,,
Silver Lake,Wisconsin,WI,,,
Sinsinawa,Wisconsin,WI,,,
Siren,Wisconsin,WI,,,
Slinger,Wisconsin,WI,,,
Solon Springs,Wisconsin,WI,,,
Somerset,Wisconsin,WI,,,
South Milwaukee,Wisconsin,WI,,,
South Wayne,Wisconsin,WI,,,
Sparta,Wisconsin,WI,,,
Spencer,Wisconsin,WI,,,
Spooner,Wisconsin,WI,,,
Spring Green,Wisconsin,WI,,,
Spring Valley,Wisconsin,WI,,,
Saint Cloud,Wisconsin,WI,,,
Saint Croix Falls,Wisconsin,WI,,,
Stanley,Wisconsin,WI,,,
Stevens Point,Wisconsin,WI,,,
Stockbridge,Wisconsin,WI,,,
Stockholm,Wisconsin,WI,,,
Stoughton,Wisconsin,WI,,,
Stratford,Wisconsin,WI,,,
Strum,Wisconsin,WI,,,
Sturgeon Bay,Wisconsin,WI,,,
Sturtevant,Wisconsin,WI,,,
Sullivan,Wisconsin,WI,,,
Sun Prairie,Wisconsin,WI,,,
Superior,Wisconsin,WI,,,
Suring,Wisconsin,WI,,,
Sussex,Wisconsin,WI,,,
Taylor,Wisconsin,WI,,,
Thiensville,Wisconsin,WI,,,
Thorp,Wisconsin,WI,,,
Three Lakes,Wisconsin,WI,,,
Tigerton,Wisconsin,WI,,,
Tisch Mills,Wisconsin,WI,,,
Tomah,Wisconsin,WI,,,
Tomahawk,Wisconsin,WI,,,
Tony,Wisconsin,WI,,,
Trevor,Wisconsin,WI,,,
Turtle Lake,Wisconsin,WI,,,
Twin Lakes,Wisconsin,WI,,,
Two Rivers,Wisconsin,WI,,,
Union Grove,Wisconsin,WI,,,
Valders,Wisconsin,WI,,,
Van Dyne,Wisconsin,WI,,,
Verona,Wisconsin,WI,,,
Vesper,Wisconsin,WI,,,
Viola,Wisconsin,WI,,,
Viroqua,Wisconsin,WI,,,
Wales,Wisconsin,WI,,,
Walworth,Wisconsin,WI,,,
Washburn,Wisconsin,WI,,,
Washington,Wisconsin,WI,,,
Tichigan,Wisconsin,WI,,,
Waterloo,Wisconsin,WI,,,
Watertown,Wisconsin,WI,,,
Waukesha,Wisconsin,WI,,,
Waunakee,Wisconsin,WI,,,
Waupaca,Wisconsin,WI,,,
Waupun,Wisconsin,WI,,,
Wausau,Wisconsin,WI,,,
Wausaukee,Wisconsin,WI,,,
Wautoma,Wisconsin,WI,,,
Wauzeka,Wisconsin,WI,,,
Webster,Wisconsin,WI,,,
West Bend,Wisconsin,WI,,,
West Salem,Wisconsin,WI,,,
Westby,Wisconsin,WI,,,
Westfield,Wisconsin,WI,,,
Weyauwega,Wisconsin,WI,,,
Weyerhaeuser,Wisconsin,WI,,,
White Lake,Wisconsin,WI,,,
Whitehall,Wisconsin,WI,,,
Whitelaw,Wisconsin,WI,,,
Whitewater,Wisconsin,WI,,,
Wild Rose,Wisconsin,WI,,,
Williams Bay,Wisconsin,WI,,,
Wilmot,Wisconsin,WI,,,
Wilson,Wisconsin,WI,,,
Winneconne,Wisconsin,WI,,,
Winter,Wisconsin,WI,,,
Wisconsin Dells,Wisconsin,WI,,,
Wisconsin Rapids,Wisconsin,WI,,,
Wittenberg,Wisconsin,WI,,,
Wonewoc,Wisconsin,WI,,,
Woodruff,Wisconsin,WI,,,
Woodville,Wisconsin,WI,,,
Wrightstown,Wisconsin,WI,,,
Allouez,Wisconsin,WI,,,
Ashwaubenon,Wisconsin,WI,,,
Bayside,Wisconsin,WI,,,
Bellevue,Wisconsin,WI,,,
Brown Deer,Wisconsin,WI,,,
Caledonia,Wisconsin,WI,,,
Camp Lake,Wisconsin,WI,,,
Fitchburg,Wisconsin,WI,,,
Fox Point,Wisconsin,WI,,,
Glendale,Wisconsin,WI,,,
Greenfield,Wisconsin,WI,,,
Howard,Wisconsin,WI,,,
Howards Grove,Wisconsin,WI,,,
Kronenwetter,Wisconsin,WI,,,
Lake Delton,Wisconsin,WI,,,
Mount Pleasant,Wisconsin,WI,,,
Paddock Lake,Wisconsin,WI,,,
Village of Pewaukee,Wisconsin,WI,,,
Shorewood,Wisconsin,WI,,,
Saint Francis,Wisconsin,WI,,,
Suamico,Wisconsin,WI,,,
Wauwatosa,Wisconsin,WI,,,
West Allis,Wisconsin,WI,,,
West Milwaukee,Wisconsin,WI,,,
Weston,Wisconsin,WI,,,
Whitefish Bay,Wisconsin,WI,,,
Alderson,West Virginia,WV,,,
Alloy,West Virginia,WV,,,
Ansted,West Virginia,WV,,,
Ballard,West Virginia,WV,,,
Barboursville,West Virginia,WV,,,
Beaver,West Virginia,WV,,,
Beckley,West Virginia,WV,,,
Belle,West Virginia,WV,,,
Berkeley Springs,West Virginia,WV,,,
Beverly,West Virginia,WV,,,
Bluefield,West Virginia,WV,,,
Brenton,West Virginia,WV,,,
Bridgeport,West Virginia,WV,,,
Brohard,West Virginia,WV,,,
Bruceton Mills,West Virginia,WV,,,
Buckhannon,West Virginia,WV,,,
Bunker Hill,West Virginia,WV,,,
Cedar Grove,West Virginia,WV,,,
Ceredo,West Virginia,WV,,,
Chapmanville,West Virginia,WV,,,
Charles Town,West Virginia,WV,,,
Charleston,West Virginia,WV,,,
Chester,West Virginia,WV,,,
Clarksburg,West Virginia,WV,,,
Clay,West Virginia,WV,,,
Colliers,West Virginia,WV,,,
Craigsville,West Virginia,WV,,,
Culloden,West Virginia,WV,,,
Dailey,West Virginia,WV,,,
Daniels,West Virginia,WV,,,
Danville,West Virginia,WV,,,
Delbarton,West Virginia,WV,,,
Dunbar,West Virginia,WV,,,
Eleanor,West Virginia,WV,,,
Elizabeth,West Virginia,WV,,,
Elkins,West Virginia,WV,,,
Ellamore,West Virginia,WV,,,
Erbacon,West Virginia,WV,,,
Fairmont,West Virginia,WV,,,
Falling Waters,West Virginia,WV,,,
Farmington,West Virginia,WV,,,
Fayetteville,West Virginia,WV,,,
Flatwoods,West Virginia,WV,,,
Franklin,West Virginia,WV,,,
Fort Ashby,West Virginia,WV,,,
Gassaway,West Virginia,WV,,,
Gauley Bridge,West Virginia,WV,,,
Glenville,West Virginia,WV,,,
Grafton,West Virginia,WV,,,
Grantsville,West Virginia,WV,,,
Granville,West Virginia,WV,,,
Green Bank,West Virginia,WV,,,
Green Spring,West Virginia,WV,,,
Hamlin,West Virginia,WV,,,
Harpers Ferry,West Virginia,WV,,,
Harrisville,West Virginia,WV,,,
Hedgesville,West Virginia,WV,,,
Hinton,West Virginia,WV,,,
Huntington,West Virginia,WV,,,
Hurricane,West Virginia,WV,,,
Iaeger,West Virginia,WV,,,
Institute,West Virginia,WV,,,
Inwood,West Virginia,WV,,,
Itmann,West Virginia,WV,,,
Kenova,West Virginia,WV,,,
Kermit,West Virginia,WV,,,
Keyser,West Virginia,WV,,,
Keystone,West Virginia,WV,,,
Kingwood,West Virginia,WV,,,
LeRoy,West Virginia,WV,,,
Leckie,West Virginia,WV,,,
Lewisburg,West Virginia,WV,,,
Lindside,West Virginia,WV,,,
Logan,West Virginia,WV,,,
Lost City,West Virginia,WV,,,
Mabscott,West Virginia,WV,,,
Madison,West Virginia,WV,,,
Marlinton,West Virginia,WV,,,
Martinsburg,West Virginia,WV,,,
Middlebourne,West Virginia,WV,,,
Millville,West Virginia,WV,,,
Milton,West Virginia,WV,,,
Montgomery,West Virginia,WV,,,
Moorefield,West Virginia,WV,,,
Morgantown,West Virginia,WV,,,
Moundsville,West Virginia,WV,,,
Mount Clare,West Virginia,WV,,,
Mount Hope,West Virginia,WV,,,
Naoma,West Virginia,WV,,,
New Cumberland,West Virginia,WV,,,
New Martinsville,West Virginia,WV,,,
Newell,West Virginia,WV,,,
Nitro,West Virginia,WV,,,
Oak Hill,West Virginia,WV,,,
Oceana,West Virginia,WV,,,
Old Fields,West Virginia,WV,,,
Ona,West Virginia,WV,,,
Parkersburg,West Virginia,WV,,,
Parsons,West Virginia,WV,,,
Petersburg,West Virginia,WV,,,
Peterstown,West Virginia,WV,,,
Philippi,West Virginia,WV,,,
Pineville,West Virginia,WV,,,
Poca,West Virginia,WV,,,
Point Pleasant,West Virginia,WV,,,
Princeton,West Virginia,WV,,,
Prosperity,West Virginia,WV,,,
Rainelle,West Virginia,WV,,,
Ranson,West Virginia,WV,,,
Ravenswood,West Virginia,WV,,,
Red House,West Virginia,WV,,,
Richwood,West Virginia,WV,,,
Ripley,West Virginia,WV,,,
Romney,West Virginia,WV,,,
Ronceverte,West Virginia,WV,,,
Rupert,West Virginia,WV,,,
Shady Spring,West Virginia,WV,,,
Shepherdstown,West Virginia,WV,,,
Shinnston,West Virginia,WV,,,
Snowshoe,West Virginia,WV,,,
Sophia,West Virginia,WV,,,
Spencer,West Virginia,WV,,,
Saint Albans,West Virginia,WV,,,
Saint Marys,West Virginia,WV,,,
Stephenson,West Virginia,WV,,,
Sugar Grove,West Virginia,WV,,,
Summersville,West Virginia,WV,,,
Sutton,West Virginia,WV,,,
Thomas,West Virginia,WV,,,
Triadelphia,West Virginia,WV,,,
Tunnelton,West Virginia,WV,,,
Union,West Virginia,WV,,,
Valley Grove,West Virginia,WV,,,
Varney,West Virginia,WV,,,
Vienna,West Virginia,WV,,,
Washington,West Virginia,WV,,,
Wayne,West Virginia,WV,,,
Webster Springs,West Virginia,WV,,,
Weirton,West Virginia,WV,,,
Welch,West Virginia,WV,,,
Wellsburg,West Virginia,WV,,,
West Union,West Virginia,WV,,,
Weston,West Virginia,WV,,,
Wheeling,West Virginia,WV,,,
White Sulphur Springs,West Virginia,WV,,,
Williamson,West Virginia,WV,,,
Williamstown,West Virginia,WV,,,
Winfield,West Virginia,WV,,,
Cameron,West Virginia,WV,,,
Cross Lanes,West Virginia,WV,,,
Davis,West Virginia,WV,,,
Reedsville,West Virginia,WV,,,
South Charleston,West Virginia,WV,,,
Teays Valley,West Virginia,WV,,,
Afton,Wyoming,WY,,,
Arapahoe,Wyoming,WY,,,
Baggs,Wyoming,WY,,,
Basin,Wyoming,WY,,,
Big Piney,Wyoming,WY,,,
Bondurant,Wyoming,WY,,,
Buffalo,Wyoming,WY,,,
Burlington,Wyoming,WY,,,
Casper,Wyoming,WY,,,
Cheyenne,Wyoming,WY,,,
Clearmont,Wyoming,WY,,,
Cody,Wyoming,WY,,,
Cowley,Wyoming,WY,,,
Diamondville,Wyoming,WY,,,
Douglas,Wyoming,WY,,,
Dubois,Wyoming,WY,,,
Evanston,Wyoming,WY,,,
Evansville,Wyoming,WY,,,
Farson,Wyoming,WY,,,
Warren Air Force Base,Wyoming,WY,,,
Freedom,Wyoming,WY,,,
Fort Washakie,Wyoming,WY,,,
Gillette,Wyoming,WY,,,
Glenrock,Wyoming,WY,,,
Green River,Wyoming,WY,,,
Greybull,Wyoming,WY,,,
Guernsey,Wyoming,WY,,,
Hanna,Wyoming,WY,,,
Jackson,Wyoming,WY,,,
Kelly,Wyoming,WY,,,
Kemmerer,Wyoming,WY,,,
Lander,Wyoming,WY,,,
Laramie,Wyoming,WY,,,
Lost Springs,Wyoming,WY,,,
Lovell,Wyoming,WY,,,
Lusk,Wyoming,WY,,,
Lyman,Wyoming,WY,,,
Meeteetse,Wyoming,WY,,,
Moran,Wyoming,WY,,,
Mountain View,Wyoming,WY,,,
Newcastle,Wyoming,WY,,,
Pavillion,Wyoming,WY,,,
Pine Bluffs,Wyoming,WY,,,
Pinedale,Wyoming,WY,,,
Powell,Wyoming,WY,,,
Ranchester,Wyoming,WY,,,
Rawlins,Wyoming,WY,,,
Reliance,Wyoming,WY,,,
Riverton,Wyoming,WY,,,
Rock River,Wyoming,WY,,,
Rock Springs,Wyoming,WY,,,
Saratoga,Wyoming,WY,,,
Sheridan,Wyoming,WY,,,
Shoshoni,Wyoming,WY,,,
Smoot,Wyoming,WY,,,
Story,Wyoming,WY,,,
Sundance,Wyoming,WY,,,
Ten Sleep,Wyoming,WY,,,
Teton Village,Wyoming,WY,,,
Thermopolis,Wyoming,WY,,,
Torrington,Wyoming,WY,,,
Upton,Wyoming,WY,,,
Wapiti,Wyoming,WY,,,
Wheatland,Wyoming,WY,,,
Wilson,Wyoming,WY,,,
Worland,Wyoming,WY,,,
Adjuntas,Puerto Rico,PR,,,
Aguada,Puerto Rico,PR,,,
Aguadilla,Puerto Rico,PR,,,
Aguas Buenas,Puerto Rico,PR,,,
Aibonito,Puerto Rico,PR,,,
Añasco,Puerto Rico,PR,,,
Arecibo,Puerto Rico,PR,,,
Arroyo,Puerto Rico,PR,,,
Barceloneta,Puerto Rico,PR,,,
Barranquitas,Puerto Rico,PR,,,
Bayamón,Puerto Rico,PR,,,
Cabo Rojo,Puerto Rico,PR,,,
Caguas,Puerto Rico,PR,,,
Camuy,Puerto Rico,PR,,,
Canóvanas,Puerto Rico,PR,,,
Carolina,Puerto Rico,PR,,,
Cataño,Puerto Rico,PR,,,
Cayey,Puerto Rico,PR,,,
Ceiba,Puerto Rico,PR,,,
Ciales,Puerto Rico,PR,,,
Cidra,Puerto Rico,PR,,,
Coamo,Puerto Rico,PR,,,
Comerio,Puerto Rico,PR,,,
Corozal,Puerto Rico,PR,,,
Culebra,Puerto Rico,PR,,,
Dorado,Puerto Rico,PR,,,
Fajardo,Puerto Rico,PR,,,
Florida,Puerto Rico,PR,,,
Guánica,Puerto Rico,PR,,,
Guayama,Puerto Rico,PR,,,
Guayanilla,Puerto Rico,PR,,,
Guaynabo,Puerto Rico,PR,,,
Gurabo,Puerto Rico,PR,,,
Hatillo,Puerto Rico,PR,,,
Hormigueros,Puerto Rico,PR,,,
Humacao,Puerto Rico,PR,,,
Isabela,Puerto Rico,PR,,,
Jayuya,Puerto Rico,PR,,,
Juana Díaz,Puerto Rico,PR,,,
Juncos,Puerto Rico,PR,,,
Lajas,Puerto Rico,PR,,,
Lares,Puerto Rico,PR,,,
Las Marías,Puerto Rico,PR,,,
Las Piedras,Puerto Rico,PR,,,
Loíza,Puerto Rico,PR,,,
Luquillo,Puerto Rico,PR,,,
Manatí,Puerto Rico,PR,,,
Maricao,Puerto Rico,PR,,,
Maunabo,Puerto Rico,PR,,,
Mayagüez,Puerto Rico,PR,,,
Moca,Puerto Rico,PR,,,
Morovis,Puerto Rico,PR,,,
Naguabo,Puerto Rico,PR,,,
Naranjito,Puerto Rico,PR,,,
Orocovis,Puerto Rico,PR,,,
Patillas,Puerto Rico,PR,,,
Peñuelas,Puerto Rico,PR,,,
Ponce,Puerto Rico,PR,,,
Quebradillas,Puerto Rico,PR,,,
Rincón,Puerto Rico,PR,,,
Río Grande,Puerto Rico,PR,,,
Sabana Grande,Puerto Rico,PR,,,
Salinas,Puerto Rico,PR,,,
San Germán,Puerto Rico,PR,,,
San Juan,Puerto Rico,PR,,,
San Lorenzo,Puerto Rico,PR,,,
San Sebastián,Puerto Rico,PR,,,
Santa Isabel,Puerto Rico,PR,,,
Toa Alta,Puerto Rico,PR,,,
Toa Baja,Puerto Rico,PR,,,
Trujillo Alto,Puerto Rico,PR,,,
Utuado,Puerto Rico,PR,,,
Vega Alta,Puerto Rico,PR,,,
Vega Baja,Puerto Rico,PR,,,
Vieques,Puerto Rico,PR,,,
Villalba,Puerto Rico,PR,,,
Yabucoa,Puerto Rico,PR,,,
Yauco,Puerto Rico,PR,,,
Afega,American Samoa,AS,,,
Alafua,American Samoa,AS,,,
Alamagoto,American Samoa,AS,,,
Aleipata,American Samoa,AS,,,
Amaile,American Samoa,AS,,,
Aopo,American Samoa,AS,,,
Apai,American Samoa,AS,,,
Apolima Tai,American Samoa,AS,,,
Apolima Uta,American Samoa,AS,,,
Asaga,American Samoa,AS,,,
Asau (Samoa) disambiguation,American Samoa,AS,,,
Auala,American Samoa,AS,,,
A'ufaga,American Samoa,AS,,,
Aele,American Samoa,AS,,,
Elisefou,American Samoa,AS,,,
Faiaai,American Samoa,AS,,,
Faatoia,American Samoa,AS,,,
Faga,American Samoa,AS,,,
Fagali'i,American Samoa,AS,,,
Fagaloa,American Samoa,AS,,,
Fagamalo,American Samoa,AS,,,
Falealili,American Samoa,AS,,,
Falealupo,American Samoa,AS,,,
Faleapuna,American Samoa,AS,,,
Faleasiu,American Samoa,AS,,,
Faleatiu,American Samoa,AS,,,
Falefa,American Samoa,AS,,,
Falelatai,American Samoa,AS,,,
Falelima,American Samoa,AS,,,
Fale'olo,American Samoa,AS,,,
Faleseela,American Samoa,AS,,,
faleaitu,American Samoa,AS,,,
Faletagaloa,American Samoa,AS,,,
Faleu,American Samoa,AS,,,
Faleula,American Samoa,AS,,,
Falevao,American Samoa,AS,,,
Faleapuna,American Samoa,AS,,,
Fasito'otai,American Samoa,AS,,,
Fasito'iuta,American Samoa,AS,,,
Fatausi,American Samoa,AS,,,
Foailuga,American Samoa,AS,,,
Foailalo,American Samoa,AS,,,
Fogapoa,American Samoa,AS,,,
Fogasavai'i,American Samoa,AS,,,
Fogatuli,American Samoa,AS,,,
Fuailoloo,American Samoa,AS,,,
Fusi,American Samoa,AS,,,
Gataivai,American Samoa,AS,,,
Iva,American Samoa,AS,,,
Lalomauga,American Samoa,AS,,,
Lago,American Samoa,AS,,,
Lalomalava,American Samoa,AS,,,
Lalomanu,American Samoa,AS,,,
Lalovaea,American Samoa,AS,,,
Laulii,American Samoa,AS,,,
Leauva'a,American Samoa,AS,,,
Lefaga,American Samoa,AS,,,
lefagoalii,American Samoa,AS,,,
Lepa,American Samoa,AS,,,
Letava,American Samoa,AS,,,
Letogo,American Samoa,AS,,,
Leiifiifi,American Samoa,AS,,,
Leufisa,American Samoa,AS,,,
Leulumoega,American Samoa,AS,,,
Leulumoega Fou,American Samoa,AS,,,
Lotofaga,American Samoa,AS,,,
Luatuanu'u,American Samoa,AS,,,
Lufilufi,American Samoa,AS,,,
Magiagi,American Samoa,AS,,,
Malie,American Samoa,AS,,,
Malifa,American Samoa,AS,,,
Malua,American Samoa,AS,,,
Manase,American Samoa,AS,,,
Manono,American Samoa,AS,,,
Manunu,American Samoa,AS,,,
Matafaa,American Samoa,AS,,,
Matatufu,American Samoa,AS,,,
Matautu,American Samoa,AS,,,
Matautu, Falealili,American Samoa,AS,,,
Matautu, Lefaga,American Samoa,AS,,,
Matautu-tai,American Samoa,AS,,,
Matautu-uta,American Samoa,AS,,,
Moata'a,American Samoa,AS,,,
Moamoa,American Samoa,AS,,,
Motootua,American Samoa,AS,,,
Mulinu'u,American Samoa,AS,,,
Musumusu,American Samoa,AS,,,
Mutiatele,American Samoa,AS,,,
Neiafu,American Samoa,AS,,,
Nofoali'i,American Samoa,AS,,,
Palauli,American Samoa,AS,,,
Patamea,American Samoa,AS,,,
Poutasi,American Samoa,AS,,,
Puapua,American Samoa,AS,,,
Pesega,American Samoa,AS,,,
Saaga,American Samoa,AS,,,
Saasaai,American Samoa,AS,,,
Saipipi,American Samoa,AS,,,
Safotu,American Samoa,AS,,,
Safotulafai,American Samoa,AS,,,
Safune,American Samoa,AS,,,
Sagone,American Samoa,AS,,,
Salailua,American Samoa,AS,,,
Salamumu,American Samoa,AS,,,
Salani,American Samoa,AS,,,
Saleamua,American Samoa,AS,,,
Saleaula,American Samoa,AS,,,
Saleilua,American Samoa,AS,,,
Saleimoa,American Samoa,AS,,,
Salelologa,American Samoa,AS,,,
Salua,American Samoa,AS,,,
Samamea,American Samoa,AS,,,
Samatau,American Samoa,AS,,,
Samusu,American Samoa,AS,,,
Saoluafata,American Samoa,AS,,,
Sapapali'i,American Samoa,AS,,,
Sapunaoa,American Samoa,AS,,,
Sapo'e,American Samoa,AS,,,
Satalo,American Samoa,AS,,,
Sataoa,American Samoa,AS,,,
Satapuala,American Samoa,AS,,,
Sataua,American Samoa,AS,,,
Sato'alepai,American Samoa,AS,,,
Satupa'itea,American Samoa,AS,,,
Satuimalufilufi,American Samoa,AS,,,
Sauniatu,American Samoa,AS,,,
Savalalo,American Samoa,AS,,,
Savaia,American Samoa,AS,,,
Siuniu,American Samoa,AS,,,
Siumu,American Samoa,AS,,,
Sinamoga,American Samoa,AS,,,
Sogi,American Samoa,AS,,,
Solosolo,American Samoa,AS,,,
Tafatafa,American Samoa,AS,,,
Tafua,American Samoa,AS,,,
Tafaigata,American Samoa,AS,,,
Tafitoala,American Samoa,AS,,,
Tafuna,American Samoa,AS,,,
Taga,American Samoa,AS,,,
Tanugamanono,American Samoa,AS,,,
Tapueleele,American Samoa,AS,,,
Tuana'i,American Samoa,AS,,,
Tufulele,American Samoa,AS,,,
Uafato,American Samoa,AS,,,
Utualii,American Samoa,AS,,,
utulaelae,American Samoa,AS,,,
Vaiala,American Samoa,AS,,,
Vaigaga,American Samoa,AS,,,
Vailima,American Samoa,AS,,,
Vailoa,American Samoa,AS,,,
Vailu'utai,American Samoa,AS,,,
Vaimoso,American Samoa,AS,,,
Vaiola,American Samoa,AS,,,
Vaisala,American Samoa,AS,,,
Vaisigano,American Samoa,AS,,,
Vaiee,American Samoa,AS,,,
Vaito'omuli,American Samoa,AS,,,
Vaitele,American Samoa,AS,,,
Vaiusu,American Samoa,AS,,,
Vaivase Tai,American Samoa,AS,,,
Vaivase Uta,American Samoa,AS,,,
Vavau,American Samoa,AS,,,
Vailele,American Samoa,AS,,,
Vaipu'a,American Samoa,AS,,,
Vaipuna,American Samoa,AS,,,
Vaoala,American Samoa,AS,,,
Ulutogia,American Samoa,AS,,,
Utuali'i,American Samoa,AS,,,
Vaitogi,American Samoa,AS,,,
Aasufou,American Samoa,AS,,,
Nua ma Se'etaga,American Samoa,AS,,,
Toamua,American Samoa,AS,,,
Puipaa,American Samoa,AS,,,
Sagapu,American Samoa,AS,,,
Fagagasi,American Samoa,AS,,,
Salu,American Samoa,AS,,,
Saina,American Samoa,AS,,,
Tia'vea,American Samoa,AS,,,
Saleapaga,American Samoa,AS,,,
Palikir,Federated States of Micronesia,FM,,,
Colonia,Federated States of Micronesia,FM,,,
Kolonia,Federated States of Micronesia,FM,,,
Lelu,Federated States of Micronesia,FM,,,
Tol,Federated States of Micronesia,FM,,,
Weno,Federated States of Micronesia,FM,,,
Agana Heights,Guam,GU,,,
Agat,Guam,GU,,,
Asan-Maina,Guam,GU,,,
Barrigada,Guam,GU,,,
Chalan-Pago-Ordot,Guam,GU,,,
Dededo,Guam,GU,,,
Hagåtña,Guam,GU,,,
Inarajan,Guam,GU,,,
Mangilao,Guam,GU,,,
Merizo,Guam,GU,,,
Mongmong-Toto-Maite,Guam,GU,,,
Piti,Guam,GU,,,
